Fura-2 +CA		Fura-2 -CA
nm     GM mean	sd	GM mean   sd
-------------------------------------
690	8.722	0.664	5.655	0.461
700	11.170	0.045	8.640	0.178
710	9.550	0.585	9.374	0.308
720	6.081	0.205	9.877	0.116
730	3.743	0.249	10.290	0.198
740	2.638	0.271	10.246	0.330
760	0.944	0.222	9.702	0.488
780	0.444	0.154	7.681	0.215
800	0.564	0.340	5.986	0.463
820	0.526	0.332	4.522	0.218
840	0.288	0.174	2.995	0.472
