Di8ANEPPS in water and ETOH
nm       water	etoh
-----------------------
720	0.0000	0.0500
740	0.0000	0.8435
760	0.0000	0.9546
780	0.0061	0.6440
800	0.0163	0.5546
820	0.0139	0.7258
840	0.0254	0.8540
860	0.0260	1.4352
880	0.0317	1.8576
900	0.0336	2.7566
920	0.0421	3.6554
940	0.1393	10.053
960	0.1505	6.3985
980	0.0426	4.7096
1000	0.0189	1.9086
