nm      GM mean  sd n=3
-------------------------------
710	7.99	2.10
720	8.92	3.10
740	12.40	2.32
760	18.11	3.26
780	26.53	5.19
800	40.45	7.32
820	66.97	7.23
840	107.33	8.34
860	117.07	6.29
880	142.78	8.84
900	176.26	6.03
920	219.80	9.38
940	264.59	18.30
960	300.37	9.86
980	234.37	16.24
1000	90.82	7.39
1010	34.02	5.20
