NADH in water (PBS) 
nm      GM mean   sd
-------------------------------
690	0.081	2.120e-3
700	0.090	2.734e-3
720	0.069	5.513e-3
740	0.047	8.227e-3
760	0.030	8.713e-3
780	0.020	8.663e-3
800	8.38e-3	4.115e-3
820	2.94e-3	1.342e-3
840	7.85e-4	2.354e-4
860	3.85e-4	9.821e-5
880	4.19e-5	1.048e-5
900	4.64e-6	1.205e-6
